	OPEN - AAA	CLOSE - AAA	VOLUME - AAA	High - AAA	Low - AAA	DIVIDEND - AAA	MARKET CAP - AAA	OPEN - BBB	CLOSE - BBB	VOLUME - BBB	High - BBB	Low - BBB	DIVIDEND - BBB	MARKET CAP - BBB	OPEN - CCC	CLOSE - CCC	VOLUME - CCC	High - CCC	Low - CCC	DIVIDEND - CCC	MARKET CAP - CCC	OPEN - DDD	CLOSE - DDD	VOLUME - DDD	High - DDD	Low - DDD	DIVIDEND - DDD	MARKET CAP - DDD	OPEN - EEE	CLOSE - EEE	VOLUME - EEE	High - EEE	Low - EEE	DIVIDEND - EEE	MARKET CAP - EEE	OPEN - FFF	CLOSE - FFF	VOLUME - FFF	High - FFF	Low - FFF	DIVIDEND - FFF	MARKET CAP - FFF
24.01.2019	179,9439998	172,1768868	199157,0767	185,4955357	170,0971523			28,31248811	28,89204597	128393,7547	29,76797635	28,24146128			117,2297074	121,4153035	89419,37319	122,2923465	113,2878793			400,9979472	395,4661883	318760,4608	401,1525405	383,5924437			577,0074838	567,6652553	125858,1429	587,6344316	552,9669735			2,535903868	2,61713244	127123,1677	2,668505482	2,482582909		
25.01.2019	170,5414738	170,4353032	179884,505	172,919268	165,1613427			29,94613284	30,5253616	117056,5831	30,91243257	29,74425792			118,5841647	120,3084315	131480,5056	121,8622579	116,8322858			372,4667316	383,3747487	175398,4009	390,435975	363,4456558			570,8981059	557,4266194	120686,7072	576,879499	545,6535528			2,687647037	2,733655415	117675,6177	2,809948518	2,642521115		
26.01.2019	168,5901196	167,1585761	171111,6346	173,9813411	163,2987766			29,5484005	30,73795495	109392,1709	30,80858724	29,46254262			126,5476258	139,5812674	141707,7049	140,2010809	123,6473649			397,4055602	324,4042841	375876,9929	400,9410806	314,1336957			575,2378634	582,7057303	121533,5225	587,4950882	573,4243886			2,810574419	2,887121006	161507,9457	2,924480409	2,795471282		
27.01.2019	169,289583	167,4427012	209715,4262	172,294883	166,4285492			29,95083628	30,55593267	116714,8333	31,05886593	28,17191078			138,3143925	137,1753905	103790,3217	139,0606894	135,2622538			319,7154804	300,6993015	363085,3908	324,8723362	285,0377649			565,9264185	546,4219647	144353,1309	577,2962568	535,1136981			2,880608682	2,931306698	147798,092	2,932807158	2,865885491		
28.01.2019	166,3673649	168,8336978	168522,6212	178,2984347	163,7505783			30,59336206	30,26071849	120333,2186	31,6791394	29,9293695			130,4868219	134,3325261	161556,4936	136,8189261	129,6029641			306,92539	284,9537339	58559,43667	317,8503931	283,0219122			518,8962781	519,5443953	179507,7964	530,6007705	504,3603556			2,833581572	2,800177336	150513,6635	2,912268002	2,74725756		
29.01.2019	171,3173752	172,7420266	194152,7266	177,4194132	167,548248			30,11449721	29,65066756	131044,049	31,43591078	28,65684563			133,2783748	128,1065498	147313,7846	133,7031543	121,8070044			263,2127772	251,9837698	270083,7349	269,3727181	236,0779484			520,2846029	568,0056895	142324,4526	574,2623559	519,8614255			2,872663592	2,870056995	149803,172	3,042175173	2,826459008		
30.01.2019	174,0038118	167,6399441	209553,7321	176,3376927	159,134461			29,23339034	28,89591308	131803,464	29,61599612	28,03947345			126,8582832	126,4770602	165570,5978	127,4794063	126,4355606			252,3757721	217,5015215	229252,8856	261,5718265	205,7765269			605,4471406	514,1043179	186483,8863	618,0449516	502,8312304			3,052044937	3,081117309	172002,3721	3,126253446	2,983905328		
31.01.2019	169,4231173	173,5448384	247073,4762	180,9114376	163,0373522			29,02341672	28,46624003	120308,2355	29,52284037	28,43414684			126,6339147	128,9177145	133683,604	129,3159832	123,7387688			212,5459392	211,2455105	358235,2116	216,3474505	202,2182775			525,3464555	566,4758726	145587,9198	573,9811413	517,620037			3,038107047	3,053337483	167042,1833	3,156279725	2,883708103		
01.01.2020	174,0822057	169,9144657	184980,4666	176,9077394	164,2101184			28,76635241	28,04971573	84503,85818	29,19609332	27,90971362			130,228463	123,454052	132251,0297	130,5685822	120,7970684			212,8735391	217,7918914	328558,0822	219,6652802	210,7961699			566,8071831	591,1373309	170772,7119	609,3743906	555,6531791			2,866719126	2,786566707	176114,0232	2,888565571	2,688864596		
02.01.2020	171,4144339	174,4167158	160877,5947	182,6357477	165,3407517			27,71960722	28,04555818	142492,6066	28,46082859	25,58353772			123,9070487	126,7808684	124863,3428	127,5585116	121,957436			213,1696196	218,0564385	165086,4958	218,553506	209,6757504			586,402245	622,2360087	183444,9105	643,8501009	570,9442976			2,713995928	2,782920846	154727,1755	2,879754771	2,624398201		
03.01.2020	172,2358732	174,0718927	179602,249	178,573572	168,7333615			28,31087774	28,71351983	107397,0002	29,29273282	27,57586388			129,7555531	127,5065036	144863,4925	130,9336017	119,0005979			216,6878956	224,2847257	414529,6025	230,4011895	215,1344154			669,5051547	651,4383815	179106,135	683,9066054	645,2451292			2,731179067	2,769868745	100099,7414	2,812081642	2,71740779		
04.01.2020	175,1277563	169,4112502	182828,9872	181,6711129	162,2838671			27,71129094	27,58766996	122558,6068	28,27554031	27,53362939			125,392897	119,4080097	123167,1792	130,9375398	118,3372768			224,4265672	231,9000765	323971,2222	237,2295067	218,3789328			661,3437644	643,5526891	150022,2909	664,6399564	643,3379039			2,98554642	2,88043498	177340,9605	3,013862541	2,707956175		
05.01.2020	167,6910468	173,0037157	169303,5642	179,2062443	157,1583994			28,10537879	28,59930428	119330,3073	30,03165275	28,00069063			120,3824749	120,3385034	108665,4828	124,839262	118,9793081			220,4284871	248,7324639	142881,6471	251,0205553	217,5753587			645,5054933	670,3597306	154339,6495	683,7320745	629,6595086			2,743546707	2,792901856	141632,7492	2,850437084	2,703367071		
08.01.2020	172,8809632	171,5632224	162184,7146	173,9733186	169,049174			28,76206696	27,59148041	118053,3525	28,97950005	26,89949447			121,7192592	123,3350415	158889,1173	129,6432169	116,757363			251,9100466	235,9772906	258579,7979	259,4272681	232,2112256			700,0215888	694,8137904	143105,8759	740,9950096	690,3737037			2,903149279	2,89756372	140584,5977	2,975564956	2,873507272		
09.01.2020	174,6676196	172,7848559	204641,6227	179,6441698	169,3433113			27,74505944	28,72318213	131971,7238	29,05018158	27,26339714			128,0073947	131,1509232	134145,8655	135,9015758	127,3718839			244,3363707	230,4297194	315407,6295	246,0215705	221,5332589			721,5399277	684,6698927	157421,7374	744,3768746	632,292329			2,791308597	2,96216319	166205,7996	3,119976735	2,702478459		
10.01.2020	172,1333023	174,4423032	168732,9153	177,2837637	169,0606119			28,69764984	28,52206797	121261,0849	28,96598216	27,01585058			133,4635801	136,4499387	50591,58043	136,8148018	131,2068955			241,9847579	266,0691097	386165,2879	268,1842482	238,5069251			667,8719487	678,6920312	124332,395	690,5116742	667,3224265			2,906112028	2,766559216	126285,5746	2,956059136	2,722010904		
11.01.2020	174,4797205	175,7868257	208019,1435	182,6940346	168,5350197			27,01217532	26,64701818	132580,6317	28,31860825	25,57979755			134,5624195	134,6728559	177784,6756	135,1591916	133,396881			280,4595629	305,4098027	407964,3838	307,7164872	277,9159461			643,5476857	643,8292472	145125,8331	674,9882965	630,2541595			2,906486159	2,904016833	192321,3286	2,975294544	2,885123199		
12.01.2020	176,7661611	178,4571196	205173,5707	178,754152	170,074715			26,69258916	25,90486748	116591,6456	27,16199704	25,5068888			134,0802486	136,2430212	130561,8117	138,6816453	133,676776			302,5054141	294,231375	201515,0939	319,5027418	293,2781882			651,3596722	671,0180341	209263,9556	672,7255324	647,9150895			2,885821682	2,848376043	133851,9057	2,982281578	2,766199111		
13.01.2020	180,3287629	182,0057772	228575,5147	182,6481025	175,485304			26,6201572	27,09311501	138201,2305	27,3432927	25,48833431			134,4146545	136,8307784	139435,8774	137,6439369	133,1410961			290,1802212	285,2647375	442467,0245	298,4403257	281,6336507			656,3018534	682,9783379	152310,8259	716,2579675	640,1376439			2,676251258	2,68567584	132453,6263	2,700230946	2,618308666		
14.01.2020	181,8392135	172,9152842	167119,3719	181,8634753	171,3387145			26,54132884	26,9689419	120536,2893	28,74462076	26,5045967			139,5296341	142,9918333	197095,9082	144,1361288	130,7453081			279,8415157	278,478497	326925,8092	283,5065721	273,2887098			684,6924087	665,7981406	182699,2236	693,487021	663,2612441			2,496484515	2,475963564	161984,3963	2,50134088	2,449928215		
16.01.2020	173,7248078	176,6199246	191187,0856	180,1334464	171,8370667			25,1548656	26,03588172	124112,6013	27,067108	24,90055858			145,7518908	141,8391514	130259,4709	149,2712117	140,1238794			285,0839623	259,1945134	211794,3216	286,4075293	256,1755134			666,4155901	672,0966018	139315,9234	673,4443261	651,4488126			2,467077811	2,41883516	181507,6891	2,475567689	2,415650543		
17.01.2020	183,2715732	179,5556923	189401,8795	185,5153392	177,0113129			25,93309861	26,57823771	141132,6479	27,11014755	24,7343924			151,6426437	148,4619785	145411,0121	152,3591803	147,4472057			259,319922	254,3903313	287158,3204	266,7416991	245,7922509			648,6199279	606,5446726	135058,9479	665,9768148	560,5820551			2,216393466	2,29105284	198003,9116	2,378563683	2,143108857		
18.01.2020	178,2943199	175,4186657	193870,8703	182,3922819	170,1841901			27,34729732	26,47471982	142310,379	27,76928098	26,42731521			147,3476246	151,1411759	133924,6855	155,1692909	145,9100489			255,1202341	255,3566885	342703,3445	257,3732577	249,9635167			632,3452949	592,8104149	150433,313	646,5204291	572,5386293			2,363909018	2,381313547	127162,0159	2,427273744	2,32317104		
19.01.2020	175,1965753	174,0051273	229824,7768	179,740215	167,9402292			27,09677728	27,07739115	122059,8808	27,10953833	26,69019278			151,3111869	157,3690667	95610,64687	158,2973162	148,597262			266,5949653	281,3857533	418815,3401	283,1520883	265,8338497			580,2456125	585,5195251	150094,3403	592,8575018	571,9387635			2,404031325	2,461402946	146024,2584	2,509624553	2,322708741		
20.01.2020	172,4404597	164,9096289	215441,2137	175,4710374	160,0607585			27,30213998	27,58735109	123768,9564	27,61819792	26,75348667			160,975987	158,0965132	119042,0657	161,0670389	157,4025324			275,6657744	262,4324374	330775,981	285,0878823	246,4135013			593,0288904	588,3589423	132419,7216	604,7628851	576,4076985			2,333767359	2,353988374	154979,2187	2,378635439	2,2328896		
21.01.2020	165,0945934	165,4754243	213154,5275	165,6556847	163,5570642			27,20954791	26,36005109	122951,4713	27,3378083	25,84356541			155,9198678	166,2441182	98766,38265	171,1973093	150,689388			247,3369119	249,1886928	240754,3367	261,7394614	243,5265154			615,8777216	620,3984146	137116,771	624,1899675	606,3580931			2,211672224	2,250567402	167380,5354	2,278296934	2,111975015		
23.01.2020	163,4935081	162,0749227	174660,3748	165,1823599	156,2045333			26,23761599	26,99447088	119095,3473	27,13000113	25,63807078			173,4633543	173,2619853	209150,5631	175,8556888	170,1321984			243,0205766	221,1237143	235932,8765	243,657459	204,5928525			581,0874547	663,7448034	174198,1698	679,8835945	565,3750543			2,351473476	2,360175437	151029,3443	2,377919008	2,327897296		
24.01.2020	164,124116	165,2262211	163896,6692	170,0959288	159,3551125			27,76751045	29,14578485	119011,883	29,58455339	26,8446315			180,8176225	170,4984246	101117,0525	187,7945632	168,9664889			206,0199736	206,8701466	364787,3546	207,5679386	199,0351406			663,3134434	648,3771459	139974,8464	681,8171555	638,9031853			2,554943671	2,565062694	93847,26059	2,583246141	2,528135		
25.01.2020	169,4760142	169,7749165	210670,947	172,7323489	165,408382			28,58271098	28,36205041	111974,2199	28,96104169	27,08716148			167,3036524	161,4199369	158052,5878	172,8388758	160,0073144			214,4749699	218,8669038	322052,6127	227,4778198	206,1399945			662,5479294	634,1402299	183885,2148	680,8971914	606,6676209			2,139644238	2,112553009	196502,1059	2,237589586	2,081110773		
26.01.2020	168,3922149	168,7998026	235649,37	169,0376415	166,0598449			28,77095354	29,60326779	129120,3861	29,69170953	27,62570756			155,0042079	159,8494107	101118,5659	161,8175485	152,9182816			223,2331667	228,0721139	286720,3177	233,8387115	217,1180639			673,8492899	577,9737652	125392,6772	690,950708	559,6834731			2,091582571	2,010576523	161847,9473	2,103272798	1,9963587		
27.01.2020	168,6429752	172,397816	197592,8145	174,7427439	165,6269599			29,82348556	29,87500654	130983,9029	29,91669663	29,36491675			159,4762387	155,4594331	61934,00038	160,8721344	152,6126915			235,9863792	216,3428789	390536,4613	245,4823118	216,226667			579,846795	628,3228782	172992,1218	657,3137654	571,4292153			2,081048756	2,067619471	155119,1608	2,20699632	2,014945812		
28.01.2020	175,3345329	171,5186285	220514,917	183,4405754	167,244699			30,40614364	31,57156061	128909,3384	31,76242394	30,10461731			154,4416979	157,1352999	94425,80589	167,8078144	151,5942929			220,9411375	228,2596631	360620,5129	232,8961628	210,571773			623,2627122	562,4151427	172913,8574	640,5557715	547,4150471			2,045246158	1,993743277	150237,289	2,088274739	1,937738365		
29.01.2020	169,5753698	166,1005842	191822,6498	169,9856131	159,0286828			31,5057476	31,08268522	109793,5359	32,37648908	30,08990126			167,4456632	167,2601786	98001,039	171,8019769	160,0892598			222,1508469	207,9040345	384702,5868	231,4371581	206,9849504			577,2647404	554,3603758	137859,8721	587,0877785	543,3473695			1,912695022	1,90023785	218455,9063	1,913321744	1,884226458		
30.01.2020	161,9916578	164,5573848	181486,3005	168,082597	161,2648931			30,90063759	31,17857107	132662,8177	31,24560072	30,78062279			167,1877661	168,6537625	66094,36657	169,2077389	162,3564371			204,7868254	229,122261	175283,5088	231,1004362	193,0860743			574,0659592	578,5809418	149046,4659	585,754498	555,0137473			1,955551458	2,007493096	122840,5841	2,037592856	1,943941962		
31.01.2020	160,6701214	160,9345361	191578,3748	161,3760343	158,9245073			32,13304566	32,18823354	145437,9836	32,53228973	31,15526191			167,3911856	167,6285968	166885,882	168,393945	165,237728			237,0865764	250,2353459	456126,1465	257,0836619	223,1190658			602,3349208	656,5739789	127138,8125	672,0129389	598,4272898			1,895338813	1,900771085	179371,019	1,919183578	1,878873212		
01.01.2021	163,1150577	165,4375321	172461,869	165,6414116	159,6020808			32,2648228	31,37632486	126147,3893	32,57347225	31,03861995			171,6693304	163,5048555	117768,6834	173,877497	159,1076669			241,0701116	258,667185	238720,6354	259,6027902	238,1294193			662,2635713	659,2366216	166242,1887	670,3086186	656,1609236			2,033104665	2,022831905	128312,1949	2,088145121	1,936831043		
02.01.2021	169,4638602	167,2644858	227657,4544	172,3486468	165,7948611			31,90421598	31,97838218	112162,7445	32,36495832	31,42747865			166,8215503	166,0451032	185415,407	168,3108303	165,7284941			256,8613222	251,989809	353293,615	259,3907143	248,6988135			649,4142928	625,8110084	189353,2403	666,9010093	618,6504322			1,815616195	1,844444134	182076,1161	1,87494808	1,8120389		
03.01.2021	166,2100393	167,889521	198824,668	172,8624857	165,7213479			32,7225517	32,78336645	120093,4078	34,6278748	32,28091089			166,028364	159,6156983	127775,3421	168,589178	156,2503102			250,7956648	248,7236807	178905,1419	253,6570695	246,1864356			620,0433522	603,1368619	157762,8157	640,7751504	599,013578			1,989574514	1,984062694	196884,4162	2,02231879	1,976704915		
04.01.2021	167,8338973	162,8890199	163165,0716	170,461162	161,9588116			32,19062612	32,55139644	116249,9535	33,77920625	32,12338676			157,8108013	161,3364339	133730,1928	165,7316236	151,2017898			253,7965037	274,6107564	217976,7587	286,0784706	252,4817164			597,8849247	526,6308599	123313,9733	598,1931304	522,5745847			2,136921198	2,10252752	148889,1078	2,15164524	2,06497095		
05.01.2021	161,6143556	164,1769687	172828,0256	164,2337559	161,3588388			32,89510574	32,78462664	111624,6665	34,22911442	32,04433168			159,3486184	160,5639926	90608,5005	162,2613558	158,595367			260,0185565	227,2229641	434433,6383	261,5694134	226,2786683			509,7597723	462,6727891	160209,756	520,5013974	440,6839602			2,139583712	2,127936782	165470,5946	2,201338839	2,073520069		
08.01.2021	170,0629553	165,0428801	219231,4659	175,4421404	163,9480139			33,04378345	32,27788827	123893,0988	33,19061374	32,06787896			156,1808884	163,4513957	191715,7077	169,3113284	155,3685549			218,5853888	238,415461	434896,2422	242,2066831	216,0190255			463,1053936	459,1218576	149405,2529	467,0416163	451,5648745			2,050179183	1,998547588	151355,4673	2,085813673	1,966798064		
09.01.2021	165,6320263	168,8402388	196649,6453	172,267894	163,4068902			31,91806789	32,32118374	109909,0269	33,2893305	31,36201903			163,3510328	155,4276399	117165,013	167,0654284	154,0658455			245,0132559	269,0606458	209149,2071	275,5431796	238,871661			461,9008558	398,7386305	149300,5231	464,1611676	384,8855624			2,215510904	2,184726451	154274,1172	2,28979045	2,179248691		
10.01.2021	169,1235315	169,8242711	227722,644	174,1557804	168,5658239			32,69914873	31,96525429	111520,3969	32,8618596	31,63093261			150,2807672	148,1288987	116876,7728	150,9790747	140,3012055			259,3361068	256,4918859	148901,7986	260,023063	250,8068241			413,1080586	399,9803866	126933,993	418,1229749	384,9159807			2,154592461	2,146385278	132121,4274	2,199726303	2,117972728		
11.01.2021	169,3186992	168,103653	192470,927	170,5027855	167,8426188			31,11462124	31,83982686	110935,3171	31,91389425	30,61435564			152,8547736	151,3560436	148963,1955	157,541047	149,3625665			246,018505	256,5955303	187130,0801	258,0802931	237,1402922			414,2895922	419,8011041	134473,8951	422,7498916	409,4851577			2,189843268	2,226229392	156302,7979	2,324817657	2,151962444		
12.01.2021	168,5139341	166,4030681	184914,6163	173,2423733	159,9283238			32,85248052	34,25188239	124073,698	34,85944966	31,78923579			156,2426859	155,7063013	130139,5883	158,5522002	152,7499277			273,0609616	286,7431411	304404,1125	290,573592	271,017374			436,1119266	421,3771233	164001,9401	447,039639	412,7942093			2,052479923	2,161366901	170611,1723	2,248190228	1,969104475		
13.01.2021	165,9000944	160,542174	193934,5033	169,5995893	155,0100182			34,05372838	33,7602368	115637,756	35,49188941	33,27847559			164,9635734	155,5872977	176258,9565	168,1676325	152,4018685			299,8569006	324,3959402	241520,7504	339,9742427	293,0153024			424,8208619	439,1008514	129266,3459	458,238866	399,3612082			2,197488331	2,184609956	172749,2157	2,244912949	2,142342212		
14.01.2021	159,8739368	157,6941939	213356,3967	161,2133964	155,4958707			33,62577999	33,95489778	134943,6793	35,58517488	33,18119995			152,8424382	156,4225789	107125,333	159,3448931	151,95573			338,0687875	361,317108	248187,2103	380,1690589	334,9172591			430,0207437	417,2007392	146568,975	442,0086109	404,9973622			2,113248844	2,115699735	210772,7466	2,162162001	2,089952743		
16.01.2021	159,4068182	154,6207206	203737,5496	160,7591864	151,4516259			33,91544426	33,9942304	141885,8597	35,54507165	32,93707794			157,6841068	162,0002658	136871,3731	169,3314718	155,1649548			351,0312717	415,6986039	365666,6973	444,2100582	336,8814594			438,7867311	408,0492337	154080,2534	440,2569694	405,41106			2,144150893	2,115603132	163176,7502	2,196143395	1,994452229		
17.01.2021	156,0068672	154,7233502	189097,2345	160,0659373	149,0569166			33,9338796	33,45962886	137396,0737	34,19737768	32,91149199			160,4044073	169,2856173	115916,0658	173,2725779	158,2178759			421,8949949	390,7592775	244625,9445	431,3190848	383,1199749			415,4802141	404,3858495	159520,9928	428,4754855	394,8526088			1,988179514	2,003542315	158766,7643	2,027695312	1,977871981		
18.01.2021	154,0344657	152,7038727	177672,8722	156,021104	152,2273159			33,21901544	31,99471834	132461,3598	33,7877847	30,87903567			177,3408107	168,6509114	108837,974	182,1621108	160,4191932			370,2719809	360,199362	257189,3142	375,3309449	352,953067			415,398105	386,9367254	172081,5047	442,1713162	374,4565783			2,056188502	2,050753267	135218,4954	2,126366069	2,010364938		
19.01.2021	157,0650859	157,4609648	181701,2854	161,4686308	151,3285949			31,88479982	32,6019909	128548,4499	33,38196306	29,5403369			155,944153	160,8582267	104442,7816	160,9519023	154,3398789			372,3519114	335,5068833	400709,8699	380,5565315	332,284247			399,9111217	403,3560277	133710,2446	415,8867191	381,0429042			1,876055551	1,870025683	153228,5261	1,935461814	1,810307531		
20.01.2021	160,0189938	163,5514771	200533,6029	165,7141124	151,7770287			33,12257454	33,2847527	113251,7221	33,76879604	32,33131265			165,4464171	163,479393	95685,43985	167,557489	161,5387016			344,3487045	335,1242114	427374,1409	345,0723181	326,5901226			408,024541	418,3909091	175798,294	422,7597354	404,0911866			1,824342402	1,839367073	133790,7063	1,863400644	1,795830563		
21.01.2021	166,2450825	166,6177524	193182,0506	172,3565812	161,5200196			34,85042905	34,48447746	131985,2676	37,07815891	32,66308235			169,2398679	173,5823868	140955,8506	180,0974416	169,1190158			334,2261783	347,5547758	219604,3308	359,3220753	323,9348727			417,1697888	400,1097124	152354,9689	427,7399204	393,0331536			1,868322553	1,821461468	127660,8317	1,877823188	1,789387315		
23.01.2021	166,5977129	164,969378	170927,8852	173,5689093	161,1144029			32,53002531	33,55749157	143345,8196	34,74334078	31,57049516			164,7610694	166,3146653	190854,3409	173,1602529	161,1479001			335,8900112	336,9929306	279832,3731	350,5092331	325,917801			413,7964595	351,5697933	183508,5544	423,869747	348,7306502			1,843852553	1,808241601	123120,2289	1,878060253	1,730633976		
24.01.2021	165,4577716	166,6862085	238040,0292	168,5777579	162,5592613			34,23781724	34,3933628	98481,74853	34,73659771	33,94749931			168,117623	174,7150387	88409,39098	178,1795163	165,9271524			335,6999709	335,0337954	190016,861	340,9620488	334,8685195			339,5357421	345,273088	132594,4233	362,9135098	327,9360338			1,929803525	1,940752099	141798,9326	1,953218514	1,886471032		
25.01.2021	167,2248168	172,7021331	200141,0472	174,5099147	163,5310978			35,68260157	36,35038046	93330,298	36,81694084	35,34533592			164,7211034	163,2823688	162924,4654	167,4942121	160,4114496			324,5342524	303,4927788	200072,042	327,5100929	294,0556659			343,3492781	323,3911713	157194,4647	346,6797107	307,3807502			1,744749108	1,724986789	153030,176	1,758738231	1,723939315		
26.01.2021	170,9686696	171,868349	219786,4714	172,3915245	170,9339498			35,99548496	35,68942503	131433,4218	36,95543834	35,2432301			171,0698269	176,2840207	81049,04665	177,6338509	167,1256305			317,0418974	299,820342	380985,8791	320,9291206	298,8269885			321,0564549	370,0654157	171614,7902	370,4528155	305,8173686			1,626817917	1,593177516	151520,6319	1,664952075	1,567886809		
27.01.2021	171,3656837	167,1066745	203655,8719	171,9969315	166,239852			35,41189511	35,20655978	126953,7891	36,87430025	34,58758602			177,9890371	178,1734529	249576,8736	181,1282578	175,3696891			287,9975904	281,9930698	512261,3219	300,9172995	279,8585859			374,3222132	355,9443625	146568,7435	383,5797296	347,2202405			1,411695239	1,438394975	141108,9161	1,451712218	1,385659322		
28.01.2021	166,5039272	169,5603342	206675,1685	180,337811	163,2096659			36,06173741	35,82352705	119617,4288	36,26719195	35,2786658			171,051167	179,3912767	81382,83929	185,157575	169,9244897			276,4271223	278,3940068	301166,6842	279,1024145	270,8813941			386,1001438	352,1465335	144610,375	387,8569658	342,8739892			1,567914447	1,555828268	160045,9514	1,638684052	1,508593099		
29.01.2021	162,7471122	159,1555839	213357,056	164,8813334	157,6200022			36,22125043	35,82206926	106378,2185	36,4251613	35,06808543			174,4104641	167,2429772	113408,7503	175,8410133	162,6875917			280,7085708	268,7452858	220959,4521	296,8806938	264,8103671			356,5582177	357,4925997	149758,4145	359,2877512	348,3184269			1,518439721	1,564092563	151168,2242	1,573061188	1,465172595		
30.01.2021	155,0933684	154,2286544	190837,5222	158,507844	147,1313053			34,01154285	34,4297927	124730,2056	35,53999559	31,85404043			176,9996769	187,8091681	133870,9689	188,8568384	173,4782684			264,2162309	243,7406587	401592,1424	267,9819723	232,7568191			343,2496592	309,6854204	148911,216	344,5385866	304,2526902			1,639787732	1,665177302	155892,7326	1,681414943	1,636675533		
31.01.2021	156,4533886	157,8449379	204758,6773	161,9469911	146,2333011			33,19770865	32,85025133	121595,0234	34,18238243	32,62091655			180,6364637	179,0697046	92961,9744	185,8238085	176,5544051			249,6896063	236,4039152	287328,291	264,5326958	231,4735784			323,1213849	295,5968001	134874,6084	331,7004084	295,4650584			1,679667697	1,711578388	161295,1715	1,783301999	1,637068732		
01.01.2022	155,6432696	161,7910117	226966,8946	163,1277752	154,2529894			32,95706168	32,58297605	114055,9578	33,46262552	32,32878986			175,7733884	169,7526977	116239,7333	184,2527067	167,1999182			236,656768	252,8713951	190738,546	262,2812332	229,6602528			292,913401	292,0371246	179317,0292	299,2400323	288,7502522			1,75197924	1,714911697	130022,2475	1,757158439	1,684889683		
02.01.2022	160,9820712	163,0813396	218113,4287	165,3886095	152,7705601			31,64959786	31,21329709	117197,4018	32,84962363	29,97247203			172,1159285	168,1936128	126931,1081	176,9044453	166,603232			269,8435683	268,4353799	170575,3603	274,6600809	250,381213			281,850546	262,2655584	160321,8916	295,6771242	261,6103087			1,664916097	1,66490536	160014,8762	1,689495838	1,63419464		
03.01.2022	157,679034	160,7084144	202623,2109	162,4114578	156,1224433			31,81979088	31,7424971	110734,0543	33,0826549	30,92174991			163,4560751	179,1593023	127232,7501	187,035663	155,365016			275,3659804	272,5521775	391475,4368	282,603638	270,7611115			268,587558	243,0181984	126331,4705	272,1851975	235,145796			1,59936143	1,637268715	160956,4448	1,686701616	1,559021695		
04.01.2022	160,6983522	157,3372388	200175,976	165,1846591	155,1295258			30,56734368	30,37611167	113474,5572	31,91198102	28,9212977			181,3409718	179,627382	167969,6962	185,4537123	173,2647876			286,3289693	282,9262263	264295,2824	292,4876123	274,9510978			250,2279958	255,7590274	136271,8719	258,6689091	247,6294644			1,607954301	1,571050288	135952,3416	1,611013986	1,490862719		
05.01.2022	156,6122691	157,9325691	209046,8104	158,0432398	155,2987447			30,3649898	30,34265723	115057,8218	31,54976917	28,78351031			180,1709643	179,4730979	112959,4298	181,1491591	171,6298073			278,2828611	272,903952	411594,5494	282,8416386	269,5488343			257,218106	277,0056039	150601,6634	280,3757917	254,323246			1,450972301	1,470972626	157217,6279	1,493568341	1,437393115		
08.01.2022	157,8809961	158,6922246	163826,4534	158,7012878	157,3932308			30,82283137	31,1941267	112887,2953	32,11263787	30,59428234			176,6807185	178,2601487	189135,1225	185,5577843	170,9946074			270,5405911	276,3879213	161219,3554	286,2400714	269,9162455			268,3145397	294,3348764	177489,4104	299,1855498	264,5642666			1,446147908	1,460101388	138111,0995	1,483802267	1,445351562		
09.01.2022	158,2212423	158,1707853	182264,6713	162,0672385	156,5612186			30,47985962	30,73347503	100008,8428	31,93984042	30,08579787			180,3179468	173,2223325	166526,0743	182,0062171	163,3582579			294,3512363	314,2415504	369424,6935	317,4462334	290,5313969			282,4696461	269,3981859	148827,3701	283,655514	263,8391451			1,524526912	1,564302226	201220,6432	1,57421876	1,522036058		
10.01.2022	159,1828952	158,0090474	214046,4894	159,8846984	151,409147			30,19009506	30,41215	127036,5437	31,0346663	29,22542189			169,1773134	166,6445144	74288,78007	172,5406703	166,3923639			301,7842863	296,4556079	394923,1131	312,693695	285,8699651			259,0289125	266,7067108	135693,6431	267,7338602	259,0103479			1,619602893	1,59629487	147436,1504	1,6955077	1,561910955		
11.01.2022	158,2430923	156,5363871	182714,12	162,3475365	155,546391			28,97355685	30,09003212	124137,4871	30,63891766	27,77503915			170,6161074	175,091978	101179,8021	179,1376955	170,3421074			304,707603	314,8773899	141703,1794	324,8499804	298,8622125			273,2937282	257,3933821	180677,438	274,6268543	255,6978882			1,663326943	1,652488407	156716,259	1,679489632	1,61456802		
12.01.2022	153,222651	156,6381354	198366,49	160,2986187	151,4127804			29,67319842	29,72226911	123774,8068	29,9815107	29,166009			170,3042865	175,6626014	107511,509	179,719767	165,3976899			336,8858866	330,3394908	305216,2481	346,4343728	317,9963838			255,8944798	263,446097	156504,2314	277,4033388	248,9138631			1,515158487	1,457497774	191334,3663	1,560277395	1,434115895		
13.01.2022	159,5700453	164,1869717	197570,9644	165,2268941	157,2383855			30,08101502	30,5095955	128121,5391	31,29387935	28,90078274			181,5397372	183,1179307	113611,2059	188,4526299	173,0966775			348,0902871	362,3246123	281338,0461	366,3575107	343,0694499			262,0558988	286,0690479	108204,075	289,9383386	255,4587557			1,300173756	1,257625381	187127,0073	1,328021075	1,210876652		
